,PC1,PC2,db_label
60,-10.880773333,1.13709974349,15
61,-10.7979297227,4.39739625159,0
62,-13.579599183,5.84381861796,0
63,8.2841288619,0.213220987095,0
64,-16.0706107824,-0.22036629333,0
65,-13.172993865,-0.990650107854,0
66,-17.4181326288,0.163658871262,0
67,-10.6336378192,-1.30874275335,0
68,-11.8879736554,1.72492710216,0
69,-13.9751980556,-0.932871149285,16
70,21.1633304889,-20.698106035,7
71,-12.5889568859,0.0852446514595,0
72,-20.050071817,-3.66250294734,17
73,-3.46489993231,2.78620885099,18
74,-8.13395578474,6.21908063669,0
75,-17.3451143385,-1.51599477205,0
76,-3.32907167724,-4.33889960189,0
77,-12.9466240916,5.85622985084,11
78,-18.7609099169,2.80038304425,19
79,-5.19566253038,10.4790227244,1
80,-8.50914211522,-0.0345692758657,0
81,-14.4709332374,-0.169152770062,12
82,34.6575334968,-12.0518004023,7
83,-5.0133940512,13.3510536524,20
84,16.2782043794,-23.1424558485,7
85,-10.6035800762,9.85308359893,21
86,-6.46825522143,6.35611719477,11
87,46.7629363979,58.7761117237,22
88,-17.1344106044,-5.88964145807,23
89,0.214901834594,7.96600613273,11
90,-11.2627557821,3.87471804294,24
91,-16.4680542888,2.77261070677,25
92,11.6975579524,-26.2256015381,7
93,-7.69274572368,1.09313795125,26
94,40.0547503924,-9.95845534585,7
95,-5.92582368272,13.4323322917,27
96,-16.8230503252,10.9684809873,28
97,-11.4939008107,5.40367576245,0
98,-1.7324079823,6.89567127907,11
99,-6.102716179,2.42066865446,29
100,-17.7794613922,0.493690018645,0
101,-2.87501651452,23.2742310711,30
102,-0.7956854769,16.0190070029,31
103,-7.26527045308,4.08960721258,0
104,-13.0162699673,1.23279032361,11
105,-15.8751849616,3.4193581726,32
106,-11.6194986544,7.53830500261,33
107,-11.3175591109,9.3368674396,0
108,20.3853709705,-18.9756172983,34
109,-3.57198368566,2.18059105532,35
110,5.85731017525,15.5182134397,36
111,-11.4147918599,9.16900136424,37
112,-1.61501480744,14.9871445065,38
113,-14.3689943248,5.6757768347,0
114,-8.42106773153,6.95557584517,39
115,-4.96329058628,2.55704029765,40
116,-9.94147966899,6.82460321339,0
117,-12.0622777326,0.674298769666,41
118,-16.9280584801,4.64357366695,42
119,-13.0796321552,2.0774038572,0
120,-8.24843470426,5.82264172108,0
121,4.25935296637,3.278626382,43
122,2.95021066405,4.84746131231,44
123,-0.127357746438,1.02849032576,45
124,-15.6983556408,3.27777283175,46
125,-1.01193443503,25.014708253,47
126,-18.5208573373,-3.79885488755,46
127,2.65384671722,17.2786765845,48
128,-9.39821636143,0.768702444041,0
129,-15.1881101258,2.71070828983,49
130,-5.33433761182,10.9390764524,50
131,-10.8065808005,6.77536173316,51
132,7.40646949808,11.9489733035,52
133,-12.6534360868,1.29428454102,53
134,-10.1940444512,0.641197687596,54
135,-7.6127358908,-8.43366566876,55
136,-4.54999583329,-1.13943852803,56
137,-14.1517952599,10.9633195223,11
138,-5.83629917083,8.55489215585,57
139,2.73504328794,-5.7870484408,58
140,5.5575209829,5.4410766162,59
141,-11.8613559077,-2.50692625082,0
142,-18.9835295181,1.94432588822,60
143,8.93354236787,-27.7345193977,61
144,-11.9686792082,-2.38108234363,49
145,-6.84223160939,6.97403419904,0
146,-9.93990832804,-4.6583263522,0
147,-14.4281202011,-1.42688151987,0
148,-10.4741301909,0.564868186162,24
149,-9.98415937991,9.35876706507,0
150,-10.6420998548,-0.752220318413,0
151,-5.78195685657,2.06814771083,62
152,-12.6337109348,6.14847906946,63
153,-4.29831417021,13.0281487278,0
154,-6.29361032912,9.83602484978,64
155,-4.82617393086,8.26604474802,65
156,-10.7783065893,13.4379726388,66
157,-18.6176209993,3.90308826974,46
158,6.7075120081,1.18620469462,67
159,-14.8548626564,-0.829312241334,68
160,-15.8747460123,2.27535347803,0
161,-14.5779766924,4.79304772757,0
162,-11.689883851,-5.46175185516,0
163,-19.7877890164,5.20460158242,69
164,-19.449825769,-0.993861886994,49
165,-4.29398245151,-0.320826269511,70
166,26.5590061525,-17.0004234642,7
167,-16.7859303272,4.57133186357,71
168,3.08259440596,4.55386470679,72
169,27.016793794,-15.8896298119,7
170,-28.1512804361,-7.86522678729,73
171,-4.80978665614,-3.25331347004,74
172,21.5239614056,-19.0937715461,7
173,27.8637051663,-15.7057989103,7
174,6.14403761176,-10.7921192827,75
175,-8.64996697417,1.63483964593,76
176,-7.78826528774,-8.01805249934,0
177,5.74580807763,-0.304691592303,77
178,-0.328974764624,7.60316966943,78
179,15.6213431917,-22.7562591581,7
180,-2.81916787413,2.73517449171,79
181,6.95106334955,-17.1474335796,80
182,-7.74389461283,10.6218139124,81
183,-12.0985955737,4.28614449969,82
184,-17.8570925337,4.08053376352,83
185,2.39323193837,6.70505432924,58
186,-8.44371992188,4.29593862423,84
187,-4.05594544933,2.56895265399,85
188,17.5671392849,-21.9344018506,7
189,16.0840057034,-22.0017189068,7
190,10.8111535567,-25.395881214,86
191,-14.099770425,4.78147318653,87
192,-9.24719118859,6.39357267431,88
193,-4.04135628186,-2.14043345345,89
194,-7.63227539248,2.64635815982,49
195,-9.31003317366,6.53321471588,90
196,19.3558393435,3.39727597599,77
197,1.13131555407,10.6430889326,91
198,-11.2317764184,5.44793301539,92
199,-19.9499740432,-3.19069736278,53
200,23.0488132885,-16.3626786952,93
201,-18.5293700477,3.5180239099,94
202,-7.8499280315,0.427610082122,95
203,-5.52329997595,3.90776598218,96
204,27.1211523449,-17.0535834541,7
205,-12.8509864666,-12.8584107273,97
206,-9.12536093732,11.1023095975,98
207,24.2044119717,-18.632217095,7
208,-7.95942890183,2.19288618961,99
209,-4.90227081331,7.88311885466,100
210,11.7355201538,-25.8882529779,7
211,-16.4166225255,0.485159389331,101
212,-13.5930102596,-4.07610020334,102
213,-7.17657981965,4.8895717334,103
214,-3.13657124524,4.74337824221,78
215,-20.5824979737,3.20052345292,104
216,-14.4299792966,6.73245626076,53
217,-9.00452510428,7.41821615963,105
218,-1.93859438837,19.5149645914,106
219,-20.0516571075,4.17936902985,87
220,-4.62055303732,5.36458573187,107
221,-5.75093847462,3.05696677899,88
222,-33.3287071235,0.190089673496,108
223,15.4908917178,3.23229539652,109
224,-4.98329116686,6.33246761368,103
225,-12.6228651623,-0.0556254540722,110
226,-9.44189504959,4.44217150708,111
227,-5.7003424937,4.97443959588,112
228,-10.3853796159,13.3928797515,113
229,-2.94364825223,-0.730011188932,78
230,-5.63844598931,-6.99061350742,114
231,5.12769100277,-30.6400435103,115
232,-12.1081283022,7.14685448763,116
233,24.2155810335,-18.7724265911,7
234,-8.81798275153,5.21904056732,53
235,-14.9619410029,3.94978761263,117
236,-13.5306066279,7.97807820266,118
237,43.9871374817,-5.51964883785,7
238,-2.53768155051,2.86851555783,119
239,4.44260029306,12.0214206907,120
240,21.6151381538,-20.0151689279,7
241,26.4819813786,-16.8338077957,7
242,-12.2323097331,8.00268910247,121
243,31.1138438057,-13.375552038,7
244,-8.55766151514,7.76872031787,51
245,31.3049055348,-15.5910327632,7
246,-4.63935577312,5.24893426175,122
247,-16.3678444479,0.665370059924,123
248,1.95796877765,9.44926727497,124
249,-9.92919642059,3.43783149774,125
250,-18.8334122681,8.48147745372,126
251,29.7628032393,-14.1198199199,7
252,-3.87735656343,-12.7659572049,127
253,-13.8690867554,0.998589241117,76
254,-5.69162874478,18.514210778,128
255,5.55498998711,-28.4502415165,129
256,29.3133504085,-15.7853351523,7
257,-8.89361146787,-0.216041665811,130
258,2.60181538092,2.65280473282,131
259,4.59795796502,10.1136088051,132
260,-17.9413614368,-3.89982496308,133
261,8.03002709917,5.6520029891,134
262,-5.7696877349,5.5011427449,135
263,-14.1905471892,0.195807715256,126
264,11.6331797888,-25.6471673567,136
265,-5.37582723326,-17.4589282773,137
266,8.27339982577,-11.9643805556,7
267,6.00152162771,5.16719575802,138
268,-6.57098734154,-0.558523732076,110
269,-12.4134886108,5.63480080437,139
270,-10.7817574736,-1.0546384176,140
271,-3.83212694657,10.6852565002,141
272,3.29429944729,10.7796867604,142
273,-17.6360696379,2.18350631029,143
274,7.22673344395,-28.053575734,144
275,-19.7178476815,-3.6416639841,145
276,-0.0459709886331,5.02038271776,146
277,12.6446629439,11.6025810441,147
278,-7.96210524843,6.80148594677,148
279,51.265082284,53.4619270042,149
280,5.18765320545,-29.3729850547,97
281,-14.8959176567,2.82141791951,150
282,7.89162803031,-27.1995937706,129
283,38.0986776743,-8.39600428014,7
284,-8.60430938415,9.17615893731,151
285,-12.9458020321,2.26402817268,53
286,3.4666126976,3.89936908075,88
287,-5.28473934165,2.29116248972,78
288,-10.8157285258,-2.04878511439,140
289,6.94568658766,-13.7990423306,7
290,13.5203028913,-25.4337456673,7
291,-7.13029916587,-0.606255797016,152
292,0.22636358338,1.44305300458,132
293,11.8228252033,22.3510694375,153
294,14.6124107474,-23.0557263963,7
295,-9.8738365304,-7.28607132169,102
296,-0.695420268061,7.67072227058,111
297,10.6937537854,19.828734289,154
298,2.61207387058,26.2101139864,155
299,8.12960996675,-6.57683025914,7
300,-2.34164257202,-6.856473202,78
301,-8.36646645508,8.76932071815,156
302,7.58561684634,-28.548634836,157
303,-14.7026301305,6.23808592654,158
304,-1.2397780374,11.9024659747,159
305,13.3022902096,-13.0965220171,160
306,23.2051122646,-18.7338920635,7
307,12.4104779701,-26.8580211649,136
308,16.4155460133,-24.071345701,7
309,22.7396968211,-18.4333179144,7
310,-18.0809349112,70.8838763258,161
311,-7.350764385,5.13716952962,162
312,3.53075911492,13.7865953163,163
313,-20.9433455759,-2.00252546726,140
314,-6.40985888258,7.34645091349,164
315,28.0004953793,-16.552006548,7
316,-16.6966779607,-9.81014098551,53
317,-6.20193391625,8.62568908166,165
318,8.34546540919,-0.552850492879,166
319,-2.95965509287,5.64207567314,167
320,34.1586654805,-12.056605225,7
321,10.8713703032,10.2294605859,168
322,-1.2252138759,5.9151638684,169
323,-4.39160396852,4.80442177297,170
324,-8.87658884827,0.888871268934,53
325,-13.5721262859,2.92950957372,53
326,21.0058018404,-5.07105936025,171
327,7.40647525835,8.57662759051,172
328,-0.979737110945,-6.68970291123,173
329,30.4487060866,-14.4761046716,7
330,14.3348925741,22.9269227119,174
331,-18.5692824631,-3.97256912126,175
332,-4.77588094385,6.14098941582,176
333,8.07908068899,-26.0022040185,177
334,-12.1695469983,13.6016932952,148
335,-4.72135699139,2.5218677864,178
336,-4.22757862743,4.21158576912,53
337,-17.0163512105,-12.0321642842,179
338,4.67057364964,2.90080457185,180
339,12.0227365365,-22.9217598498,181
340,13.3006972079,-25.5875362939,7
341,-10.7503700432,2.39834196284,182
342,-11.875683529,7.42150258005,183
343,39.1403578425,-6.64863660917,184
344,-14.1321800472,-5.32406486069,185
345,33.6633405961,-9.02934830045,186
346,14.8432113298,-24.1487483532,7
347,-1.08647448555,16.2340886745,187
348,10.0793351467,-8.4096485156,188
349,-6.20540551677,9.63050988141,159
350,-1.69473776294,3.75880789099,111
351,-13.9091855161,-3.22370479785,189
352,-11.3146574413,-2.67360443401,53
353,0.87901479369,-31.5421483475,190
354,1.84799850472,2.0562304901,53
355,-18.6318121645,-2.54071652228,53
356,-6.20783966493,9.28413714432,53
357,78.8420509637,10.0077717611,191
358,-12.1740019076,-4.18171157995,53
359,30.2681356965,-14.0339334612,192
360,5.98226659958,-27.8129493086,193
361,2.44243273353,1.49879632086,194
362,-7.60627541416,8.00188705897,148
363,-3.09507973337,10.493542129,53
364,-6.18629726525,-4.44922214407,195
365,-3.90470150819,-7.87902449537,53
366,5.1228373812,8.65664490057,53
367,0.648763797793,-5.2424505298,196
368,-13.7619843177,5.76981660131,53
369,-3.4527125575,-14.5591954128,53
370,-0.800142465925,7.18915039986,197
371,-0.259398561344,-4.87868468515,198
372,-4.44014127388,5.26190681726,53
373,27.2881516253,-17.5368060672,7
374,-0.0710265633291,-3.80059733611,199
375,-6.80181770985,3.07443616874,200
376,32.8009475467,-14.1437253059,53
377,3.76546691567,13.5070608402,201
378,-12.8631340398,1.40220093885,53
379,2.93642164343,-0.172500510605,202
380,-3.05320096738,-1.62390441086,53
381,24.2057403646,-14.4417964234,203
382,20.084936231,-18.675806434,204
383,40.4973310044,-7.45922697965,7
384,3.08852112374,7.14194022738,205
385,16.2540881708,-23.5751278653,53
386,24.7909722068,-19.1720755327,7
387,19.2574245686,7.65392228512,111
388,-11.364847083,3.53136375748,206
389,-24.9914685914,0.216135270613,53
390,-7.3692066359,-1.84832669356,207
391,19.5455799573,-19.8888318864,208
392,-1.25355366034,5.41628068635,209
393,-8.31008554457,-0.801092184527,53
394,13.6896217995,14.8866106907,53
395,-8.84501652558,8.84722590334,210
396,-35.9375264222,62.4631419203,211
397,77.029587753,13.186649769,53
398,-24.3747305193,-1.60921134432,206
399,-7.61193232959,-3.89380988326,53
400,21.3633758456,-17.9280745454,212
401,8.74357636089,-6.10985202616,53
402,4.59888536074,27.993443672,213
403,38.8464282563,72.4501512223,214
404,19.3362883408,-19.1103662595,53
405,46.5769795314,0.164579735415,215
406,6.59106070836,-14.9700152384,216
407,-21.4532057339,-17.4332150963,53
408,11.5109218749,-2.4982652086,196
409,3.31286024785,7.83442174631,53
410,1.38465659964,4.23934916887,217
411,-13.0726150119,-4.00504453981,53
412,21.6727349015,-17.8731542071,53
413,9.43886575477,26.878714572,53
414,4.12525569241,8.65119666904,53
415,5.0186104099,5.36292392355,53
416,-10.77344373,11.4947624009,218
417,5.13131116516,-12.1506211384,197
418,10.5824908853,18.8386481487,53
419,39.0520253636,-8.25344645808,219
420,-14.1729002552,-5.65830867463,220
421,-18.4829934102,-8.90141051784,53
422,-26.1916252519,-9.7039245451,53
423,-6.89444101296,-3.21389506207,221
424,-33.3085058185,0.762396132912,53
425,0.666729454268,-1.38641758023,53
426,41.6884647873,-7.09162048312,191
427,2.88750320416,-2.74969027104,53
428,-9.41758195548,39.8715395898,222
429,44.7598931727,-5.26683142231,53
430,-26.7032730181,-9.19485008592,53
431,13.9960422184,12.8254938715,53
432,25.911160036,16.707689794,53
433,42.8671097068,-3.68056496409,53
434,17.1777280925,-21.4144958966,53
435,-11.8278858287,-5.56630304336,53
436,21.5380912165,98.865429103,223
437,-7.66807358574,-38.5862872143,224
438,-8.08081582585,-37.7669716946,53
439,-9.21686060928,-12.9463907736,53
440,-4.53574104591,-6.33854948315,53
441,0.118738090789,-34.1190820593,225
442,-2.65380256855,-0.217074178582,53
443,9.45776456159,-13.6599452323,53
444,-10.6725178845,-10.706928346,53
445,49.1135733663,56.6862201199,213
446,31.4499134046,-10.3599375342,53
447,-7.46555397547,-38.8231996599,226
448,-2.29985689631,-0.356821374817,53
449,-7.00871883304,-39.8225182716,226
450,33.6044058602,-10.5368928634,53
451,3.35646416429,-16.088093044,53
452,12.4828361667,1.40545623418,53
453,-18.4154646206,14.964680103,227
454,-12.1201362816,-12.7956533291,53
455,-19.1800595232,-20.5590003108,53
456,54.9116628811,48.318019292,53
457,33.0541606327,-9.39858558726,228
458,42.1629300869,-5.34620746934,53
459,75.5473257241,16.3169114647,53
460,-9.36337424182,-35.3513152507,53
461,5.73500660677,-12.6266963081,53
462,-21.9546106599,-15.9046461231,53
463,33.9220322557,-11.1399186459,53
464,41.0506596315,24.1512470348,53
465,34.5325242377,-12.3950200787,53
466,74.941501184,17.6141719425,53
467,13.8424641181,-26.1221299001,53
468,37.8894750279,-9.03255622553,53
469,23.2146722049,21.2044211249,53
470,-8.13139612518,-37.2864956998,53
471,60.6298024172,40.1418456258,53
472,65.1392499723,33.4623062439,53
473,72.7660998742,22.6946072679,229
474,72.6441973415,22.6456440392,53
475,72.5794972335,22.6316522537,53
